288.110035	288.110035	b
288.708707	288.708707	b
289.120476	289.120476	b
289.505962	289.505962	b
289.614745	289.614745	b
289.719878	289.719878	b
289.814789	289.814789	b
289.896559	289.896559	b
290.006072	290.006072	b
290.099524	290.099524	b
290.201736	290.201736	b
290.303948	290.303948	b
290.406890	290.406890	b
290.499246	290.499246	b
290.600364	290.600364	b
290.697465	290.697465	b
291.488880	291.488880	b
292.289786	292.289786	b
292.685493	292.685493	b
293.062218	293.062218	b
293.466687	293.466687	b
293.856554	293.856554	b
294.640668	294.640668	b
295.054627	295.054627	b
295.845677	295.845677	b
296.238099	296.238099	b
296.541815	296.541815	b
296.837866	296.837866	b
296.943728	296.943728	b
297.038640	297.038640	b
297.820198	297.820198	b
298.617454	298.617454	b
298.994179	298.994179	b
299.384776	299.384776	b
299.779388	299.779388	b
300.183492	300.183492	b
300.766101	300.766101	b
301.367693	301.367693	b
302.162759	302.162759	b
302.571608	302.571608	b
302.666519	302.666519	b
302.765811	302.765811	b
302.863643	302.863643	b
302.962204	302.962204	b
303.057116	303.057116	b
303.154948	303.154948	b
303.271031	303.271031	b
303.350976	303.350976	b
304.142391	304.142391	b
304.943297	304.943297	b
305.339004	305.339004	b
305.715729	305.715729	b
306.120198	306.120198	b
306.510065	306.510065	b
307.294178	307.294178	b
307.702662	307.702662	b
308.482396	308.482396	b
308.891245	308.891245	b
308.986156	308.986156	b
309.085448	309.085448	b
309.183280	309.183280	b
309.281842	309.281842	b
309.376753	309.376753	b
309.474585	309.474585	b
309.590669	309.590669	b
309.670613	309.670613	b
310.354340	310.354340	b
310.847879	310.847879	b
311.636374	311.636374	b
312.021860	312.021860	b
312.410266	312.410266	b
312.827876	312.827876	b
313.397345	313.397345	b
313.996016	313.996016	b
